ID_str,SectionNum,Section,Circumstance,Phraseology,Sender,Receiver,Type,Example,Keywords,Slots
12.4.1.9-e,12.4.1.9,12.4.1.9 Loss of Communications,Acknowledge observed manoeuvre,"“(manoeuvre, SQUAWK or IDENT) OBSERVED. POSITION (position). (instructions).”",ATC,Pilot,Acknowledgement,“SQUAWK IDENT OBSERVED. POSITION 15 MILES NORTH. CONTINUE ON COURSE.”,SQUAWK IDENT OBSERVED POSITION,"manoeuvre, SQUAWK or IDENT, position, instructions"
12.4.2.1-b,12.4.2.1,12.4.2.1 Vectoring for Approach,Vectoring for visual approach,“VECTORING FOR VISUAL APPROACH RUNWAY (number); REPORT FIELD (or RUNWAY) IN SIGHT.”,ATC,Pilot,Vectoring,“VECTORING FOR VISUAL APPROACH RUNWAY 13; REPORT FIELD IN SIGHT.”,VECTORING VISUAL APPROACH RUNWAY REPORT FIELD SIGHT,"number, or RUNWAY"
12.4.2.1-c,12.4.2.1,12.4.2.1 Vectoring for Approach,Vectoring for circuit positioning,“VECTORING FOR (positioning in the circuit).”,ATC,Pilot,Vectoring,“VECTORING FOR DOWNWIND POSITION.”,VECTORING,positioning in the circuit
12.4.2.1-d,12.4.2.1,12.4.2.1 Vectoring for Approach,Vectoring for surveillance radar approach,“VECTORING FOR SURVEILLANCE RADAR APPROACH RUNWAY (number).”,ATC,Pilot,Vectoring,—,VECTORING SURVEILLANCE RADAR APPROACH RUNWAY,number
12.4.2.1-e,12.4.2.1,12.4.2.1 Vectoring for Approach,Vectoring for precision approach,“VECTORING FOR PRECISION APPROACH RUNWAY (number).”,ATC,Pilot,Vectoring,—,VECTORING PRECISION APPROACH RUNWAY,number
12.4.2.1-f,12.4.2.1,12.4.2.1 Vectoring for Approach,Approach not available,“(type) APPROACH NOT AVAILABLE DUE (reason) (alternative instructions).”,ATC,Pilot,Advisory,"“ILS APPROACH NOT AVAILABLE DUE MAINTENANCE, EXPECT VISUAL APPROACH.”",APPROACH NOT AVAILABLE DUE,"type, reason, alternative instructions"
12.4.2.2-b,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Intercept aid or track,“YOU WILL INTERCEPT (radio aid or track) (distance) FROM (significant point or TOUCHDOWN).”,ATC,Pilot,Instruction,“YOU WILL INTERCEPT LOCALIZER 7 MILES FROM TOUCHDOWN.”,YOU WILL INTERCEPT FROM TOUCHDOWN,"radio aid or track, distance, significant point or TOUCHDOWN"
12.4.2.2-c,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Pilot requests final distance,“REQUEST (distance) FINAL.”,Pilot,ATC,Request,“REQUEST 8-MILE FINAL.”,REQUEST FINAL,distance
12.4.2.2-d,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Clearance for approach,“CLEARED FOR (type of approach) APPROACH RUNWAY (number).”,ATC,Pilot,Clearance,“CLEARED FOR ILS APPROACH RUNWAY 31.”,CLEARED APPROACH RUNWAY,"type of approach, number"
12.4.2.2-e,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Report established on localizer,“REPORT ESTABLISHED ON [ILS] LOCALIZER (or ON GBAS/SBAS/MLS APPROACH COURSE).”,ATC,Pilot,Request,“REPORT ESTABLISHED ON ILS LOCALIZER.”,REPORT ESTABLISHED ILS LOCALIZER GBAS SBAS MLS APPROACH COURSE,or ON GBAS/SBAS/MLS APPROACH COURSE
12.4.2.2-f,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Closing from direction,“CLOSING FROM LEFT (or RIGHT) [REPORT ESTABLISHED].”,ATC,Pilot,Information,“CLOSING FROM LEFT REPORT ESTABLISHED.”,CLOSING FROM LEFT RIGHT REPORT ESTABLISHED,or RIGHT
12.4.2.2-g,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Turn to intercept,“TURN LEFT (or RIGHT) HEADING (three digits) [TO INTERCEPT] or [REPORT ESTABLISHED].”,ATC,Pilot,Instruction,“TURN RIGHT HEADING 250 TO INTERCEPT.”,TURN LEFT RIGHT HEADING INTERCEPT REPORT ESTABLISHED,"or RIGHT, three digits"
12.4.2.2-h,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Expect vector across course,“EXPECT VECTOR ACROSS (localizer course or radio aid) (reason).”,ATC,Pilot,Advisory,“EXPECT VECTOR ACROSS LOCALIZER DUE TRAFFIC.”,EXPECT VECTOR ACROSS,"localizer course or radio aid, reason"
12.4.2.2-i,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Warn that turn crosses localizer,“THIS TURN WILL TAKE YOU THROUGH (localizer course or radio aid) [reason].”,ATC,Pilot,Information,—,THIS TURN WILL TAKE YOU THROUGH,localizer course or radio aid
12.4.2.2-j,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Inform crossing of localizer,“TAKING YOU THROUGH (localizer course or radio aid) [reason].”,ATC,Pilot,Information,—,TAKING YOU THROUGH,localizer course or radio aid
12.4.2.2-k,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Maintain altitude until glide path,“MAINTAIN (altitude) UNTIL GLIDE PATH INTERCEPTION.”,ATC,Pilot,Instruction,“MAINTAIN 3000 FEET UNTIL GLIDE PATH INTERCEPTION.”,MAINTAIN UNTIL GLIDE PATH INTERCEPTION,altitude
12.4.2.2-l,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Report established on glide path,“REPORT ESTABLISHED ON GLIDE PATH.”,ATC,Pilot,Instruction,—,REPORT ESTABLISHED GLIDE PATH,
12.4.2.2-m,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Intercept and report established,“INTERCEPT (localizer course or radio aid) [REPORT ESTABLISHED].”,ATC,Pilot,Instruction,"“INTERCEPT LOCALIZER, REPORT ESTABLISHED.”",INTERCEPT REPORT ESTABLISHED,localizer course or radio aid
12.4.2.3-b,12.4.2.3,12.4.2.3 Manoeuvre During Parallel Approaches,Crossed localizer — corrective action,“YOU HAVE CROSSED THE LOCALIZER (or GBAS/SBAS/MLS FINAL APPROACH COURSE). TURN LEFT (or RIGHT) IMMEDIATELY AND RETURN TO THE LOCALIZER (or COURSE).”,ATC,Pilot,Correction,"“YOU HAVE CROSSED LOCALIZER, TURN RIGHT IMMEDIATELY AND RETURN.”",YOU HAVE CROSSED LOCALIZER GBAS SBAS MLS FINAL APPROACH COURSE TURN LEFT RIGHT IMMEDIATELY RETURN,"or GBAS/SBAS/MLS FINAL APPROACH COURSE, or RIGHT, or COURSE"
12.4.2.3-c,12.4.2.3,12.4.2.3 Manoeuvre During Parallel Approaches,Inform of ILS/MLS frequency,“ILS (or MLS) RUNWAY (number) LEFT (or RIGHT) LOCALIZER (or MLS) FREQUENCY IS (frequency).”,ATC,Pilot,Information,“ILS RUNWAY 31 LEFT LOCALIZER FREQUENCY IS 110.5.”,ILS MLS RUNWAY LEFT RIGHT LOCALIZER FREQUENCY,"or MLS, number, or RIGHT, frequency"
12.4.2.3-d,12.4.2.3,12.4.2.3 Manoeuvre During Parallel Approaches,Avoid traffic deviating from adjacent approach,“TURN LEFT (or RIGHT) (number) DEGREES (or HEADING) (three digits) IMMEDIATELY TO AVOID TRAFFIC [DEVIATING FROM ADJACENT APPROACH]. CLIMB TO (altitude).”,ATC,Pilot,Emergency Instruction,"“TURN RIGHT 20 DEGREES IMMEDIATELY TO AVOID TRAFFIC, CLIMB TO 3000 FEET.”",TURN LEFT RIGHT DEGREES HEADING IMMEDIATELY AVOID TRAFFIC DEVIATING FROM ADJACENT APPROACH CLIMB,"or RIGHT, number, or HEADING, three digits, altitude"
12.4.2.3-e,12.4.2.3,12.4.2.3 Manoeuvre During Parallel Approaches,Avoid traffic below threshold elevation,“CLIMB TO (altitude) IMMEDIATELY TO AVOID TRAFFIC [DEVIATING FROM ADJACENT APPROACH] (further instructions).”,ATC,Pilot,Emergency Instruction,—,CLIMB IMMEDIATELY AVOID TRAFFIC DEVIATING FROM ADJACENT APPROACH,"altitude, further instructions"
12.4.2.4.1-b,12.4.2.4.1,,Announce termination point,“APPROACH INSTRUCTIONS WILL BE TERMINATED AT (distance) FROM TOUCHDOWN.”,ATC,Pilot,Information,“APPROACH INSTRUCTIONS WILL BE TERMINATED AT 1.5 MILES FROM TOUCHDOWN.”,APPROACH INSTRUCTIONS WILL TERMINATED FROM TOUCHDOWN,distance
12.4.2.4.2-b,12.4.2.4.2,12.4.2.4.2 Elevation,Inform expected altitude,“(distance) FROM TOUCHDOWN ALTITUDE (or HEIGHT) SHOULD BE (numbers and units).”,ATC,Pilot,Information,“2 MILES FROM TOUCHDOWN ALTITUDE SHOULD BE 700 FEET.”,FROM TOUCHDOWN ALTITUDE HEIGHT SHOULD,"distance, or HEIGHT, numbers and units"
12.4.2.4.3,12.4.2.4.3,,Provide position,“(distance) FROM TOUCHDOWN.”,ATC,Pilot,Information,“ONE MILE FROM TOUCHDOWN.”,FROM TOUCHDOWN,distance
12.4.2.4.4-b,12.4.2.4.4,12.4.2.4.4 Checks,Threshold crossing,“OVER THRESHOLD.”,ATC,Pilot,Information,—,OVER THRESHOLD,
12.4.2.4.5-b,12.4.2.4.5,12.4.2.4.5 Completion of Approach,Report runway lights in sight,“REPORT RUNWAY [LIGHTS] IN SIGHT.”,ATC,Pilot,Instruction,—,REPORT RUNWAY LIGHTS SIGHT,
12.4.2.4.5-c,12.4.2.4.5,12.4.2.4.5 Completion of Approach,Completion notice,“APPROACH COMPLETED [CONTACT (unit)].”,ATC,Pilot,Instruction,“APPROACH COMPLETED CONTACT TOWER.”,APPROACH COMPLETED CONTACT,unit
12.4.2.5.1-b,12.4.2.5.1,,Precision approach unavailable,“PRECISION APPROACH NOT AVAILABLE DUE (reason) (alternative instructions).”,ATC,Pilot,Information,"“PRECISION APPROACH NOT AVAILABLE DUE MAINTENANCE, EXPECT VISUAL APPROACH.”",PRECISION APPROACH NOT AVAILABLE DUE,"reason, alternative instructions"
12.4.2.5.1-c,12.4.2.5.1,,Include go-around instruction,“IN CASE OF GO AROUND (instructions).”,ATC,Pilot,Information,“IN CASE OF GO AROUND CLIMB STRAIGHT AHEAD TO 2000 FEET.”,CASE AROUND,instructions
12.4.2.5.2-b,12.4.2.5.2,12.4.2.5.2 Communications,"Reply not received, continuing instructions",“REPLY NOT RECEIVED. WILL CONTINUE INSTRUCTIONS.”,ATC,Pilot,Information,—,REPLY NOT RECEIVED WILL CONTINUE INSTRUCTIONS,
12.4.2.5.3-b,12.4.2.5.3,12.4.2.5.3 Azimuth,Heading good,“HEADING IS GOOD.”,ATC,Pilot,Confirmation,—,HEADING GOOD,
12.4.2.5.3-c,12.4.2.5.3,12.4.2.5.3 Azimuth,On track,“ON TRACK.”,ATC,Pilot,Confirmation,—,TRACK,
12.4.2.5.3-d,12.4.2.5.3,12.4.2.5.3 Azimuth,Slightly off track,"“SLIGHTLY (or WELL, or GOING) LEFT (or RIGHT) OF TRACK.”",ATC,Pilot,Information,“SLIGHTLY LEFT OF TRACK.”,SLIGHTLY WELL GOING LEFT RIGHT TRACK,"or WELL, or GOING, or RIGHT"
12.4.2.5.3-e,12.4.2.5.3,12.4.2.5.3 Azimuth,Distance from track,“(number) METRES LEFT (or RIGHT) OF TRACK.”,ATC,Pilot,Information,“50 METRES LEFT OF TRACK.”,METRES LEFT RIGHT TRACK,"number, or RIGHT"
12.4.2.5.4-b,12.4.2.5.4,12.4.2.5.4 Elevation,Commence descent rate,“COMMENCE DESCENT NOW [AT (number) METRES PER SECOND OR (number) FEET PER MINUTE (or ESTABLISH A (number) DEGREE GLIDE PATH)].”,ATC,Pilot,Instruction,“COMMENCE DESCENT NOW AT 700 FEET PER MINUTE.”,COMMENCE DESCENT NOW METRES PER SECOND FEET MINUTE ESTABLISH DEGREE GLIDE PATH,"number, or ESTABLISH A (number"
12.4.2.5.4-c,12.4.2.5.4,12.4.2.5.4 Elevation,Descent rate satisfactory,“RATE OF DESCENT IS GOOD.”,ATC,Pilot,Information,—,RATE DESCENT GOOD,
12.4.2.5.4-d,12.4.2.5.4,12.4.2.5.4 Elevation,On glide path,“ON GLIDE PATH.”,ATC,Pilot,Information,—,GLIDE PATH,
12.4.2.5.4-e,12.4.2.5.4,12.4.2.5.4 Elevation,Off glide path,"“SLIGHTLY (or WELL, or GOING) ABOVE (or BELOW) GLIDE PATH.”",ATC,Pilot,Information,“SLIGHTLY BELOW GLIDE PATH.”,SLIGHTLY WELL GOING ABOVE BELOW GLIDE PATH,"or WELL, or GOING, or BELOW"
12.4.2.5.4-f,12.4.2.5.4,12.4.2.5.4 Elevation,Deviation magnitude,“[STILL] (number) METRES (or FEET) TOO HIGH (or TOO LOW).”,ATC,Pilot,Information,“STILL 150 FEET TOO LOW.”,STILL METRES FEET TOO HIGH LOW,"number, or FEET, or TOO LOW"
12.4.2.5.4-g,12.4.2.5.4,12.4.2.5.4 Elevation,Adjust rate of descent,“ADJUST RATE OF DESCENT.”,ATC,Pilot,Instruction,—,ADJUST RATE DESCENT,
12.4.2.5.4-h,12.4.2.5.4,12.4.2.5.4 Elevation,Returning to glide path,“COMING BACK [SLOWLY (or QUICKLY)] TO THE GLIDE PATH.”,ATC,Pilot,Information,—,COMING BACK SLOWLY QUICKLY GLIDE PATH,or QUICKLY
12.4.2.5.4-i,12.4.2.5.4,12.4.2.5.4 Elevation,Resume normal descent,“RESUME NORMAL RATE OF DESCENT.”,ATC,Pilot,Instruction,—,RESUME NORMAL RATE DESCENT,
12.4.2.5.4-j,12.4.2.5.4,12.4.2.5.4 Elevation,Elevation element unserviceable,“ELEVATION ELEMENT UNSERVICEABLE (to be followed by appropriate instructions).”,ATC,Pilot,Advisory,—,ELEVATION ELEMENT UNSERVICEABLE,to be followed by appropriate instructions
12.4.2.5.4-k,12.4.2.5.4,12.4.2.5.4 Elevation,Altitude check by distance,“(distance) FROM TOUCHDOWN. ALTITUDE (or HEIGHT) SHOULD BE (numbers and units).”,ATC,Pilot,Information,"“1.5 MILES FROM TOUCHDOWN, ALTITUDE SHOULD BE 500 FEET.”",FROM TOUCHDOWN ALTITUDE HEIGHT SHOULD,"distance, or HEIGHT, numbers and units"
12.4.2.5.5-b,12.4.2.5.5,12.4.2.5.5 Position,Over approach lights,“OVER APPROACH LIGHTS.”,ATC,Pilot,Information,—,OVER APPROACH LIGHTS,
12.4.2.5.5-c,12.4.2.5.5,12.4.2.5.5 Position,Over threshold,“OVER THRESHOLD.”,ATC,Pilot,Information,—,OVER THRESHOLD,
12.4.2.5.6-b,12.4.2.5.6,12.4.2.5.6 Checks,Check decision altitude/height,“CHECK DECISION ALTITUDE (or HEIGHT).”,ATC,Pilot,Instruction,—,CHECK DECISION ALTITUDE HEIGHT,or HEIGHT
12.4.2.5.7-b,12.4.2.5.7,12.4.2.5.7 Completion of Approach,Report runway lights in sight,“REPORT RUNWAY [LIGHTS] IN SIGHT.”,ATC,Pilot,Instruction,—,REPORT RUNWAY LIGHTS SIGHT,
12.4.2.5.7-c,12.4.2.5.7,12.4.2.5.7 Completion of Approach,Approach completed,“APPROACH COMPLETED [CONTACT (unit)].”,ATC,Pilot,Instruction,“APPROACH COMPLETED CONTACT TOWER.”,APPROACH COMPLETED CONTACT,unit
12.4.2.5.8-b,12.4.2.5.8,12.4.2.5.8 Missed Approach,Immediate go-around,“GO AROUND IMMEDIATELY [missed approach instructions] (reason).”,ATC,Pilot,Emergency Instruction,“GO AROUND IMMEDIATELY DUE VEHICLE ON RUNWAY.”,AROUND IMMEDIATELY,reason
12.4.2.5.8-c,12.4.2.5.8,12.4.2.5.8 Missed Approach,Query go-around,“ARE YOU GOING AROUND?”,ATC,Pilot,Query,—,ARE YOU GOING AROUND,
12.4.2.5.8-d,12.4.2.5.8,12.4.2.5.8 Missed Approach,Provide instructions if going around,“IF GOING AROUND (appropriate instructions).”,ATC,Pilot,Instruction,“IF GOING AROUND CLIMB STRAIGHT AHEAD TO 2000 FEET.”,GOING AROUND,appropriate instructions
12.4.2.5.8-e,12.4.2.5.8,12.4.2.5.8 Missed Approach,Pilot reports go-around,“GOING AROUND.”,Pilot,ATC,Report,—,GOING AROUND,
12.4.3.1-b,12.4.3.1,,Report SSR capability,“TRANSPONDER (as shown in the flight plan).”,Pilot,ATC,Report,—,TRANSPONDER,as shown in the flight plan
12.4.3.1-c,12.4.3.1,,No SSR available,“NEGATIVE TRANSPONDER.”,Pilot,ATC,Report,—,NEGATIVE TRANSPONDER,
12.4.3.10-a,12.4.3.10,,Terminate transponder,“STOP SQUAWK [TRANSMIT ADS-B ONLY].”,ATC,Pilot,Instruction,—,STOP SQUAWK TRANSMIT ADS ONLY,
12.4.3.10-b,12.4.3.10,,Stop ADS-B only,“STOP ADS-B TRANSMISSION [SQUAWK (code) ONLY].”,ATC,Pilot,Instruction,—,STOP ADS TRANSMISSION SQUAWK ONLY,code
12.4.3.11-a,12.4.3.11,,Request altitude transmission,“SQUAWK CHARLIE.”,ATC,Pilot,Instruction,—,SQUAWK CHARLIE,
12.4.3.11-b,12.4.3.11,,Transmit ADS-B altitude,“TRANSMIT ADS-B ALTITUDE.”,ATC,Pilot,Instruction,—,TRANSMIT ADS ALTITUDE,
12.4.3.12,12.4.3.12,,Altimeter check and confirm level,“CHECK ALTIMETER SETTING AND CONFIRM (level).”,ATC,Pilot,Instruction,—,CHECK ALTIMETER SETTING CONFIRM,level
12.4.3.13-a,12.4.3.13,,Stop altitude transmission (faulty),“STOP SQUAWK CHARLIE WRONG INDICATION.”,ATC,Pilot,Instruction,—,STOP SQUAWK CHARLIE WRONG INDICATION,
12.4.3.13-b,12.4.3.13,,Stop ADS-B altitude transmission,“STOP ADS-B ALTITUDE TRANSMISSION [(reason)].”,ATC,Pilot,Instruction,—,STOP ADS ALTITUDE TRANSMISSION,reason
12.4.3.14,12.4.3.14,,Request level check,“CONFIRM (level).”,ATC,Pilot,Request,—,CONFIRM,level
12.4.3.2-b,12.4.3.2,12.4.3.2 ADS-B Capability,Report ADS-B transmitter,“ADS-B TRANSMITTER (data link).”,Pilot,ATC,Report,—,ADS TRANSMITTER,data link
12.4.3.2-c,12.4.3.2,12.4.3.2 ADS-B Capability,Report ADS-B receiver,“ADS-B RECEIVER (data link).”,Pilot,ATC,Report,—,ADS RECEIVER,data link
12.4.3.2-d,12.4.3.2,12.4.3.2 ADS-B Capability,No ADS-B available,“NEGATIVE ADS-B.”,Pilot,ATC,Report,—,NEGATIVE ADS,
12.4.3.3-b,12.4.3.3,12.4.3.3 Setting Transponder,Assign code directly,“SQUAWK (code).”,ATC,Pilot,Instruction,“SQUAWK 4450.”,SQUAWK,code
12.4.3.4-b,12.4.3.4,12.4.3.4 Reselect Assigned Mode/Code,Pilot acknowledges reset,“RESETTING (mode) (code).”,Pilot,ATC,Acknowledgement,—,RESETTING,"mode, code"
12.4.3.5,12.4.3.5,,Reselect aircraft ID,“RE-ENTER [ADS-B or MODE S] AIRCRAFT IDENTIFICATION.”,ATC,Pilot,Instruction,—,ENTER ADS MODE AIRCRAFT IDENTIFICATION,
12.4.3.6-a,12.4.3.6,,Confirm code selected,“CONFIRM SQUAWK (code).”,ATC,Pilot,Request,“CONFIRM SQUAWK 3322.”,CONFIRM SQUAWK,code
12.4.3.6-b,12.4.3.6,,Pilot confirmation,“SQUAWKING (code).”,Pilot,ATC,Report,—,SQUAWKING,code
12.4.3.7-a,12.4.3.7,,Operate ident feature,“SQUAWK [(code)] [AND] IDENT.”,ATC,Pilot,Instruction,“SQUAWK 1200 AND IDENT.”,SQUAWK IDENT,code
12.4.3.7-b,12.4.3.7,,Low sensitivity,“SQUAWK LOW.”,ATC,Pilot,Instruction,—,SQUAWK LOW,
12.4.3.7-c,12.4.3.7,,Normal sensitivity,“SQUAWK NORMAL.”,ATC,Pilot,Instruction,—,SQUAWK NORMAL,
12.4.3.7-d,12.4.3.7,,Transmit ADS-B ident,“TRANSMIT ADS-B IDENT.”,ATC,Pilot,Instruction,—,TRANSMIT ADS IDENT,
12.4.3.8,12.4.3.8,,Suspend transponder,“SQUAWK STANDBY.”,ATC,Pilot,Instruction,—,SQUAWK STANDBY,
12.4.3.9,12.4.3.9,,Emergency code,“SQUAWK MAYDAY [CODE SEVEN-SEVEN-ZERO-ZERO].”,ATC,Pilot,Emergency Instruction,“SQUAWK MAYDAY 7700.”,SQUAWK MAYDAY CODE SEVEN ZERO,
12.6.1.2,12.6.1.2,,Terrain alert,"“(call sign) TERRAIN ALERT, (suggested pilot action).”",ATC,Pilot,Warning,"“WZZ431 TERRAIN ALERT, CLIMB IMMEDIATELY.”",TERRAIN ALERT,"call sign, suggested pilot action"
12.7.1.1-b,12.7.1.1,,Pilot reports engine start,“STARTING NUMBER (engine number(s)).”,Pilot,Ground Crew,Report,“STARTING NUMBER 2.”,STARTING NUMBER,engine number(s
12.7.1.2-a,12.7.1.2,,“ARE YOU READY FOR PUSHBACK?”,Ground Crew,Pilot,Query,—,,,
12.7.1.2-b,12.7.1.2,,Pilot confirms ready,“READY FOR PUSHBACK.”,Pilot,Ground Crew,Acknowledgement,—,READY PUSHBACK,
12.7.1.2-c,12.7.1.2,,Confirm brakes released,“CONFIRM BRAKES RELEASED.”,Ground Crew,Pilot,Request,—,CONFIRM BRAKES RELEASED,
12.7.1.2-d,12.7.1.2,,Pilot reports brakes released,“BRAKES RELEASED.”,Pilot,Ground Crew,Report,—,BRAKES RELEASED,
12.7.1.2-e,12.7.1.2,,Start pushback,“COMMENCING PUSHBACK.”,Ground Crew,Pilot,Report,—,COMMENCING PUSHBACK,
12.7.1.2-f,12.7.1.2,,Pushback completed,“PUSHBACK COMPLETED.”,Ground Crew,Pilot,Report,—,PUSHBACK COMPLETED,
12.7.1.2-g,12.7.1.2,,Pilot requests stop,“STOP PUSHBACK.”,Pilot,Ground Crew,Instruction,—,STOP PUSHBACK,
12.7.1.2-h,12.7.1.2,,Confirm brakes set,“CONFIRM BRAKES SET.”,Ground Crew,Pilot,Request,—,CONFIRM BRAKES SET,
12.7.1.2-i,12.7.1.2,,Pilot reports brakes set,“BRAKES SET.”,Pilot,Ground Crew,Report,—,BRAKES SET,
12.7.1.2-j,12.7.1.2,,Pilot requests disconnect,“DISCONNECT.”,Pilot,Ground Crew,Instruction,—,DISCONNECT,
12.7.1.2-k,12.7.1.2,,Ground crew acknowledges disconnect,"“DISCONNECTING, STAND BY FOR VISUAL AT YOUR LEFT (or RIGHT).”",Ground Crew,Pilot,Acknowledgement,—,DISCONNECTING STAND VISUAL YOUR LEFT RIGHT,or RIGHT
12.7.2.1-b,12.7.2.1,12.7.2.1 Prior to De-/Anti-Icing (Ground Crew ↔ Flight Crew),Pilot confirms brakes and requests treatment,"“[AFFIRM] BRAKES SET, REQUEST (type of de/anti-icing treatment and areas to be treated).”",Pilot,Ground Crew,Request,"“AFFIRM BRAKES SET, REQUEST TYPE II ON WINGS AND TAIL.”",AFFIRM BRAKES SET REQUEST,type of de/anti-icing treatment and areas to be treated
12.7.2.1-c,12.7.2.1,12.7.2.1 Prior to De-/Anti-Icing (Ground Crew ↔ Flight Crew),Ground crew confirms aircraft configuration,“HOLD POSITION AND CONFIRM AIRCRAFT CONFIGURED.”,Ground Crew,Pilot,Instruction,—,HOLD POSITION CONFIRM AIRCRAFT CONFIGURED,
12.7.2.1-d,12.7.2.1,12.7.2.1 Prior to De-/Anti-Icing (Ground Crew ↔ Flight Crew),Pilot confirms ready for de-icing,"“[AFFIRM] AIRCRAFT CONFIGURED, READY FOR DE-ICING.”",Pilot,Ground Crew,Acknowledgement,—,AFFIRM AIRCRAFT CONFIGURED READY ICING,
12.7.2.1-e,12.7.2.1,12.7.2.1 Prior to De-/Anti-Icing (Ground Crew ↔ Flight Crew),Ground crew starts procedure,“DE-ICING STARTS NOW.”,Ground Crew,Pilot,Notification,—,ICING STARTS NOW,
12.7.2.2-b,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,State fluid type used,“TYPE OF FLUID (Type I or II or III or IV).”,Ground Crew,Pilot,Information,“TYPE II.”,TYPE FLUID III,Type I or II or III or IV
12.7.2.2-c,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,State holdover start time,“HOLDOVER TIME STARTED AT (time).”,Ground Crew,Pilot,Information,“HOLDOVER TIME STARTED AT 1335.”,HOLDOVER TIME STARTED,time
12.7.2.2-d,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,State anti-icing code,“ANTI-ICING CODE (appropriate anti-icing code).”,Ground Crew,Pilot,Information,“TYPE II/75 13:35 KILFROST ABC.”,ANTI ICING CODE,appropriate anti-icing code
12.7.2.2-e,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,Report final step start time,“FINAL STEP STARTED AT (time).”,Ground Crew,Pilot,Information,“FINAL STEP STARTED AT 1340.”,FINAL STEP STARTED,time
12.7.2.2-f,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,Confirm post-check completion,“POST DE-ICING CHECK COMPLETED.”,Ground Crew,Pilot,Report,—,POST ICING CHECK COMPLETED,
12.7.2.2-g,12.7.2.2,12.7.2.2 Upon Concluding De-/Anti-Icing Procedure,Confirm all personnel clear,“PERSONNEL AND EQUIPMENT CLEAR OF AIRCRAFT.”,Ground Crew,Pilot,Report,—,PERSONNEL EQUIPMENT CLEAR AIRCRAFT,
12.7.2.3-b,12.7.2.3,12.7.2.3 Abnormal Operations,Emergency in de-icing bay,“EMERGENCY IN DE-ICING BAY (number) [SHUT DOWN ENGINES or STANDBY FOR FURTHER INSTRUCTIONS].”,Ground Crew,Pilot,Emergency Instruction,“EMERGENCY IN DE-ICING BAY 2 SHUT DOWN ENGINES.”,EMERGENCY ICING BAY SHUT DOWN ENGINES STANDBY FURTHER INSTRUCTIONS,number
12.1,12.1,12.1 COMMUNICATIONS PROCEDURES,General compliance requirement,“The communications procedures shall be in accordance with Annex 10 Vol II — Aeronautical Telecommunications.”,ICAO Standard,All ATS personnel and pilots,Rule / Requirement,—,,
12.2,12.2,12.2 GENERAL,Readback of clearances and safety-related information,Requirements in Chapter 4 § 4.5.7.5 apply for readbacks.,ATC ↔ Pilot,Bidirectional,Safety procedure,—,,
12.2.1,12.2.1,12.2.1 Plain language use,When standard phraseology not sufficient,Use plain language that is clear and concise to ICAO proficiency level.,ATC / Pilot,Both,Language requirement,—,ICAO,
12.2.10,12.2.10,12.2.10 Examples of use,Where to find examples,“Examples are found in the Manual of Radiotelephony (Doc 9432).”,ICAO Standard,All ATS users,Reference,—,,Doc 9432
12.2.2,12.2.2,12.2.2 Grouping of phraseologies,Reference to types of air traffic service,Phraseologies are grouped by ATS type but users must know others as necessary; use with call signs.,ATC / Pilot,Both,Instruction,—,ATS,
12.2.3,12.2.3,12.2.3 Users of phraseologies,Applicability,"Phrases in § 12.3 used by pilots, ATS and ground personnel.",ICAO Standard,All ATS participants,Definition,—,ATS,
12.2.4-a,12.2.4,12.2.4 RVSM non-approved status reporting,Pilot operating non-RVSM-approved aircraft within RVSM airspace — initial call,“NEGATIVE RVSM (aircraft type or reason).”,Pilot,ATC,Report / Status,“NEGATIVE RVSM STATE AIRCRAFT.”,NEGATIVE RVSM,aircraft type or reason
12.2.5,12.2.5,12.2.5 Acknowledgement of non-RVSM status,Controller receives message about non-approval,ATC must explicitly acknowledge receipt.,ATC,Pilot,Acknowledgement,“ROGER NEGATIVE RVSM.”,ATC,
